Year,Month,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp85,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,miroc-esm.1.rcp45,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp85,miroc5.1.rcp45,miroc5.1.rcp85
2011,2,0.61,1.743,3.223,0.598,0.737,0.517,2.555,1.991,3.23,1.644,2.492,0.043,0.779,1.42,1.498,0.15,1.547,1.654,1.646,0.267,2.237,1.663,0.543,3.032,0.853,0.791,0.403,0.092,2.18,2.44,1.633,0.285,0.974,2.103,1.111,1.459,2.146,0.063,0.14,1.358,0.154,2.008,2.903,3.026
2011,3,0.345,0.029,1.357,0.529,0.846,1.287,0.46,1.135,1.59,0.153,0.865,0.07,0.589,0.357,1.571,2.101,0.24,1.18,0.998,0.017,1.9,1.474,0.006,0.295,2.584,1.381,0.172,1.974,1.638,2.107,0.427,0.234,1.078,0.413,2.162,1.403,2.102,0.664,0.176,1.486,0.754,1.135,0.861,0.885
2011,4,0.634,0.239,0.142,0.836,0.082,1.662,0.316,0.015,0.124,0.175,0.03,0.09,0.486,0.014,1.217,0.77,0.229,0.927,2.377,0.098,0.649,0.491,0.754,0.473,0.791,0.363,0.706,1.774,0.489,0.541,0.142,0.308,0.217,0.334,0.882,1.22,0.25,0.03,1.101,1.718,0.831,0.928,0.742,0.582
2011,5,0.013,0.067,0.009,0.023,0.032,0.406,0.01,0.005,0.007,0.144,0.007,0.137,0.039,0.021,0.043,0.006,0.001,0.015,0.003,0.012,0.121,0.442,1.223,0.174,1.047,0.154,0.046,0.047,0.236,0.04,0.072,0.06,0.238,0.002,0.228,0.134,0.065,0.307,0.273,0.273,0.161,0.642,0.396,0.251
2011,6,0.34,0.156,0.049,0.024,0.054,0.076,0.002,0.006,1.615,0.034,0.164,0.092,0.082,0.003,0.17,0.047,0.001,0.05,0.054,0.021,0.286,0.609,0.817,0.258,0.008,0.002,0.149,0.31,0.147,0.002,0.326,0.053,0.029,0.124,0.197,0.379,0.044,1.028,0.252,0.679,0.763,0.552,0.544,0.972
2011,7,0.486,0.536,0.343,0.661,0.158,0.243,0.138,0.982,0.394,0.293,0.506,0.711,0.307,0.677,0.109,0.805,0.11,0.973,1.722,0.244,1.391,0.261,0.787,0.393,0.505,0.977,1.939,0.929,0.594,1.422,0.424,0.05,0.079,0.284,0.875,0.132,0.493,0.402,1.321,0.563,1.241,0.852,1.441,1.06
2011,8,1.418,0.602,0.885,0.158,1.821,1.54,0.711,0.787,2.212,1.212,0.446,2.035,1.517,0.966,0.657,1.74,2.608,0.938,0.982,0.844,0.445,1.161,3.853,5.18,0.999,2.093,4.328,1.886,0.221,3.612,2.048,0.657,0.195,1.944,1.892,0.975,0.865,2.436,1.314,1.216,1.278,3.036,3.393,2.049
2011,9,2.378,0.368,0.65,0.119,0.613,0.052,0.862,0.456,0.861,0.114,3.197,0.304,0.82,0.324,2.827,0.083,0.222,0.792,0.296,0.938,2.122,3.175,4.239,3.954,1.794,3.927,2.996,1.151,1.42,0.298,1.683,4.392,0.722,2.237,1.003,1.953,2.647,2.064,0.439,1.638,1.945,1.174,1.592,3.99
2011,10,0.243,0.089,0.006,0.091,0.138,0.021,0.577,0.004,0.82,0.027,1.611,1.252,0.076,0.024,1.612,0.164,0.421,0.638,0.21,0.005,0.464,3.467,2.642,1.163,1.407,2.376,2.325,1.88,0.815,0.348,0.649,1.056,0.799,1.034,0.643,0.485,0.822,0.003,3.322,2.129,2.133,2.897,0.783,0.672
2011,11,0.152,0.464,1.687,0.214,0.09,0.522,0.129,0.75,0.458,0.158,1.324,0.616,0.308,1.434,0.935,1.546,0.044,0.516,0.307,0.835,2.027,1.187,1.305,0.154,2.532,0.113,2.851,1.681,2.888,1.514,0.498,2.007,0.292,0.814,0.526,1.117,1.175,0.762,1.574,1.367,0.274,0.025,0.77,3.054
2011,12,0.809,1.207,1.423,2.944,0.297,0.611,1.471,0.582,0.372,0.142,0.064,1.417,0.723,0.703,2.987,0.479,1.118,1.12,0.811,0.789,3.052,1.938,1.183,0.447,0.948,2.286,3.123,0.272,0.307,1.034,0.86,0.011,0.155,0.612,1.088,1.875,0.29,0.923,1.226,0.034,1.266,0.61,0.269,2.096
2012,1,0.48,1.74,0.971,1.624,2.41,1.481,1.801,2.619,0.568,1.89,2.146,2.423,0.621,0.654,0.519,2.11,1.94,2.11,0.324,0.078,2.677,4.728,0.962,1.422,3.621,0.549,0.356,0.789,2.371,0.415,1.209,1.256,0.292,1.386,0.145,0.052,0.35,2.255,1.831,0.503,0.12,0.887,0.24,1.973
2012,2,2.582,3.684,2.509,0.174,1.051,0.886,0.607,2.986,0.263,1.233,3.233,0.886,0.035,0.85,1.533,1.528,1.288,1.064,1.065,1.51,7.612,2.316,1.02,0.722,0.744,2.125,0.906,2.118,0.252,1.648,0.033,1.085,0.808,1.2,0.878,0.73,0.82,1.539,1.756,1.605,1.723,0.35,0.404,0.16
2012,3,2.062,1.125,0.922,0.951,0.275,1.839,0.997,1.624,1.787,0.182,2.522,2.039,0.122,0.061,1.441,0.604,0.029,0.458,2.727,1.209,0.53,1.537,1.599,0.015,0.719,0.953,0.2,1.639,0.018,0.221,0.357,0.51,0.014,0.103,0.816,0.224,0.72,0.466,1.971,1.813,1.981,1.273,2.886,3.678
2012,4,0.685,0.441,0.509,0.092,0.106,0.048,0.379,0.368,0.202,0.179,0.158,0.098,0.164,0.256,0.626,0.583,0.199,0.119,1.766,0.452,0.891,1.149,0.705,0.647,0.778,0.012,0.373,0.53,0.06,0.172,0.417,1.759,0.256,1.074,0.009,0.955,0.168,0.933,1.035,1.581,0.169,1.074,0.34,2.372
2012,5,0.03,0.019,0.017,0.001,0.033,0.331,0.259,0.057,0.085,0.008,0.003,0.015,0.019,0.001,0.022,0.062,0.005,0.431,0.078,0.003,0.723,0.879,0.136,0.0,0.001,0.161,0.052,0.197,0.177,0.012,1.056,0.281,0.062,0.0,0.024,0.038,1.037,0.422,0.736,1.094,0.404,0.07,0.563,0.235
2012,6,0.0,0.093,0.373,0.001,0.0,0.118,1.062,0.004,0.026,0.56,0.035,0.039,0.055,0.162,0.077,0.004,0.001,0.467,0.357,0.012,0.766,0.238,0.309,0.012,0.5,1.649,0.049,0.001,0.092,0.397,0.035,0.051,0.257,0.052,0.076,0.087,0.002,0.594,1.893,1.037,0.019,0.777,0.844,0.353
2012,7,0.236,0.765,0.335,1.943,0.202,0.296,0.263,0.961,1.218,0.742,0.121,0.747,0.238,0.427,0.353,0.113,0.322,2.51,1.018,0.036,1.054,0.402,1.495,1.871,1.329,2.514,0.574,0.053,0.087,1.083,1.087,0.45,0.285,0.489,0.518,0.729,0.12,0.632,2.391,1.941,0.388,2.506,0.878,1.09
2012,8,0.629,0.32,0.504,1.527,0.121,0.951,0.244,0.919,2.401,1.119,1.585,0.82,0.866,1.578,0.158,0.456,0.849,0.526,1.33,0.034,4.821,3.209,2.608,5.821,0.601,0.933,1.282,0.63,0.752,1.657,1.866,0.782,0.116,2.956,1.306,0.685,1.695,1.91,1.478,1.539,0.986,3.027,1.456,2.364
2012,9,0.001,0.074,0.105,0.002,0.736,0.038,0.058,0.765,1.317,0.249,0.109,0.053,0.837,0.041,0.868,0.001,0.08,1.652,0.278,0.213,2.031,2.341,5.444,2.601,5.672,2.653,2.429,1.347,1.945,1.357,0.273,1.883,0.654,3.399,1.319,1.398,0.022,0.495,1.2,2.418,0.371,1.79,1.075,1.454
2012,10,1.332,0.001,0.052,0.112,0.015,0.056,0.046,0.026,0.181,0.864,0.566,0.142,0.005,0.001,0.06,0.706,0.058,1.493,0.152,0.303,1.704,1.822,0.956,2.86,2.504,2.668,0.22,0.23,0.003,0.127,0.533,0.672,0.003,1.876,0.292,0.23,0.03,1.125,1.146,3.582,2.393,1.509,0.358,0.167
2012,11,0.771,0.621,0.026,0.55,0.261,0.085,1.234,0.426,1.084,0.663,0.477,0.43,3.176,0.471,0.673,0.846,0.475,0.032,0.038,0.319,0.798,2.99,1.637,9.496,3.354,1.696,1.485,2.254,0.427,1.368,0.934,0.198,0.291,1.548,0.571,1.135,0.14,2.041,1.746,0.227,0.803,1.102,2.049,1.456
2012,12,2.485,1.172,0.416,0.274,2.049,0.295,0.135,0.307,0.371,2.132,0.403,0.016,1.818,0.801,0.735,1.385,2.781,0.358,0.074,0.266,1.667,1.753,1.376,0.222,1.144,2.542,1.149,0.605,0.704,1.992,0.097,0.262,0.802,1.02,0.216,0.467,0.265,1.562,1.462,0.075,0.165,0.285,0.663,2.874
2013,1,3.57,1.798,5.134,0.751,0.3,1.573,0.736,1.234,1.85,0.03,0.414,2.173,0.089,0.98,2.357,1.39,1.178,0.825,0.561,0.882,0.893,4.246,0.928,0.292,2.31,1.442,1.949,2.216,0.522,1.114,1.604,0.134,0.606,0.7,0.125,0.065,0.753,1.733,0.14,0.508,0.429,1.336,0.137,2.478
2013,2,0.731,1.485,0.582,0.963,0.406,2.156,0.922,1.841,2.955,1.416,1.14,0.317,1.883,0.976,2.074,0.861,1.187,0.599,1.752,0.259,6.732,3.707,0.527,0.576,1.043,0.881,1.654,1.521,1.127,1.095,1.123,0.726,0.287,2.327,1.433,0.212,0.717,0.039,1.307,0.011,0.492,0.458,1.198,7.747
2013,3,0.746,0.521,0.694,0.799,1.61,0.312,0.244,0.822,0.964,0.283,1.397,1.714,0.75,1.912,1.753,0.41,1.462,1.097,2.058,2.098,3.305,2.086,1.026,1.42,0.971,0.726,2.142,0.684,0.269,1.242,0.141,0.293,0.065,1.099,1.372,0.237,1.859,0.086,2.458,0.654,3.245,1.11,0.713,0.748
2013,4,0.741,2.56,1.036,0.439,0.48,0.175,1.016,0.476,0.378,0.39,0.39,1.075,0.359,0.57,0.327,0.412,0.208,0.119,0.322,0.693,1.725,1.422,0.562,1.79,2.618,0.98,0.893,0.055,0.093,0.395,0.096,0.017,0.631,0.602,1.566,0.025,0.269,0.026,1.939,1.598,0.307,0.543,0.775,2.177
2013,5,0.011,0.014,0.029,0.004,0.013,0.005,0.022,0.004,0.019,0.005,0.009,0.192,0.036,0.01,0.002,0.005,0.045,0.005,0.219,0.006,0.055,0.832,0.242,0.053,0.146,0.035,0.052,0.181,0.114,1.058,0.048,0.336,0.504,0.015,0.443,0.148,0.127,0.036,0.211,0.773,0.225,0.327,0.432,1.962
2013,6,0.0,0.024,0.723,0.05,0.0,0.763,0.024,0.123,0.01,1.133,0.008,0.048,0.028,0.007,0.001,0.034,0.051,1.017,0.066,0.005,0.112,1.14,0.539,0.636,0.882,0.239,0.285,0.113,0.077,0.01,0.18,0.944,0.828,0.368,0.01,0.082,0.14,1.058,0.055,0.238,0.518,0.179,0.919,0.074
2013,7,0.407,0.096,0.342,0.085,0.161,0.481,0.679,0.292,0.494,0.791,0.229,0.411,1.052,0.559,0.435,1.756,2.203,0.845,0.372,0.422,0.45,2.109,2.569,0.166,0.357,0.448,1.643,0.363,0.822,0.384,2.626,0.747,1.461,1.146,0.868,0.409,0.067,0.327,1.165,0.249,1.304,2.904,1.53,0.968
2013,8,0.467,1.978,0.961,0.516,2.265,0.615,1.03,0.973,1.976,0.937,1.155,0.557,2.928,1.362,0.925,0.495,0.443,0.754,0.491,0.57,2.405,3.597,8.415,1.946,1.996,1.886,1.931,1.032,3.063,1.211,3.874,0.903,2.959,1.665,0.888,5.745,0.204,0.472,1.042,1.316,0.735,1.935,3.272,0.242
2013,9,0.9,1.858,0.989,0.157,2.365,1.053,1.208,1.758,1.243,2.229,0.696,0.253,1.368,0.727,1.48,0.187,0.847,0.047,0.024,0.022,4.507,0.753,2.576,3.306,4.251,2.296,3.397,2.859,0.742,1.217,4.796,0.817,3.371,2.51,0.1,1.262,0.401,1.055,0.763,1.863,5.68,0.616,1.757,0.385
2013,10,0.008,0.002,0.558,0.211,0.295,0.438,0.106,0.031,0.554,0.02,2.114,0.613,0.399,0.045,0.085,0.02,0.577,0.004,0.025,0.109,4.266,0.525,5.43,1.673,1.845,0.627,0.826,2.593,0.188,0.572,1.966,0.354,1.834,2.383,0.168,0.206,0.002,0.153,2.166,0.833,1.099,0.865,2.238,0.733
2013,11,1.221,0.228,2.175,0.441,0.025,0.014,0.211,0.308,0.045,0.728,1.181,1.336,1.636,0.177,2.449,0.671,1.726,2.248,0.629,2.147,6.444,2.5,3.248,0.738,3.083,1.248,1.376,1.327,0.018,0.805,0.916,0.761,1.044,0.306,0.375,2.097,0.704,0.197,0.832,0.063,0.231,1.001,2.313,0.244
2013,12,0.729,0.504,0.12,0.399,2.225,1.419,0.603,0.658,1.159,0.922,0.334,0.417,0.084,0.386,0.729,0.204,0.075,1.503,1.084,0.659,2.142,0.797,0.185,1.073,2.0,3.072,0.295,1.039,1.981,2.199,0.557,0.69,0.904,0.098,1.603,0.657,2.774,0.796,1.421,0.638,1.959,1.762,0.489,0.514
2014,1,1.884,5.763,2.466,1.324,0.444,1.426,1.163,5.687,1.0,2.215,1.68,0.304,1.468,0.721,0.464,0.741,1.585,0.846,0.704,0.186,3.324,0.821,0.375,0.401,2.285,2.563,0.333,3.379,1.615,0.188,0.784,0.692,0.054,0.274,0.238,1.081,0.235,1.075,1.373,0.216,1.202,1.163,0.846,1.299
2014,2,0.25,2.281,0.831,1.587,0.647,1.275,0.943,1.973,2.162,2.787,1.178,0.546,2.235,0.96,2.027,1.483,0.526,0.016,0.616,4.269,3.298,0.222,0.903,0.146,1.241,1.028,0.524,2.795,1.287,0.561,1.436,0.444,0.124,0.016,0.827,2.056,1.744,0.282,1.441,1.723,2.25,0.247,0.982,3.052
2014,3,0.773,2.271,1.994,0.152,1.278,1.182,0.845,2.296,1.488,3.104,1.003,1.205,0.76,0.809,1.226,2.572,1.839,0.778,0.746,0.375,4.214,0.343,1.403,1.184,5.071,1.213,1.342,1.687,0.279,0.459,0.736,1.338,0.827,1.799,1.192,0.352,0.951,1.071,1.839,0.067,0.614,0.443,1.428,2.217
2014,4,1.29,0.283,0.748,0.3,0.746,0.905,0.064,0.05,1.128,0.296,0.911,0.672,0.137,0.439,1.002,0.07,0.577,0.761,0.204,1.484,2.115,0.133,1.283,0.307,0.833,1.705,0.897,1.051,0.408,0.289,0.105,1.113,0.244,0.07,0.185,0.551,0.474,0.139,2.293,0.496,1.376,1.655,0.13,1.348
2014,5,0.031,0.028,0.01,0.068,0.004,0.014,0.002,0.008,0.002,0.001,0.004,0.003,0.002,0.038,0.001,0.062,0.06,0.012,0.022,0.003,0.705,0.157,0.032,0.603,0.02,0.174,0.411,0.525,0.01,0.057,0.661,0.022,0.464,0.407,0.268,0.483,0.347,0.088,0.674,0.337,0.138,0.742,0.601,0.125
2014,6,0.077,0.012,0.058,0.0,0.033,0.002,0.042,0.812,0.016,0.027,0.018,0.085,0.111,0.148,0.082,0.014,0.001,0.003,0.212,0.004,0.808,0.956,1.586,1.216,0.225,0.0,0.14,0.394,0.508,0.02,0.054,0.013,0.028,0.24,0.124,0.027,0.012,0.044,0.143,0.311,0.565,0.291,0.774,0.476
2014,7,0.267,0.42,0.69,0.236,0.415,0.441,0.524,1.914,0.346,0.461,0.088,2.205,0.901,0.869,1.024,0.412,0.644,0.846,0.076,0.11,0.51,0.244,0.942,3.194,1.193,0.734,0.56,1.176,0.386,0.157,0.28,1.887,1.076,0.092,0.341,0.179,2.125,1.051,0.15,1.288,1.46,4.239,1.562,0.206
2014,8,0.719,0.383,1.403,0.353,0.36,0.831,1.442,0.841,0.484,0.831,0.136,0.499,3.426,1.817,0.54,1.934,2.654,1.545,0.947,0.897,1.461,2.391,3.06,5.381,4.265,3.493,1.126,4.046,2.29,1.191,1.604,1.198,2.794,0.7,0.801,0.586,0.469,1.874,0.817,2.069,0.981,1.643,1.279,0.173
2014,9,0.351,2.449,0.449,0.21,0.13,1.879,0.135,2.096,1.609,0.802,0.301,0.99,2.578,0.59,3.204,0.083,1.904,0.425,0.0,0.511,4.501,1.456,1.955,1.611,5.428,4.131,1.092,0.574,0.794,0.785,2.008,3.942,0.84,0.512,0.806,1.499,0.185,1.832,1.993,5.991,1.231,5.549,1.402,0.349
