Year,Month,csiro-mk3-6-0.1.rcp45,csiro-mk3-6-0.2.rcp45,csiro-mk3-6-0.3.rcp45,csiro-mk3-6-0.4.rcp45,csiro-mk3-6-0.5.rcp45,csiro-mk3-6-0.6.rcp45,csiro-mk3-6-0.7.rcp45,csiro-mk3-6-0.8.rcp45,csiro-mk3-6-0.9.rcp45,csiro-mk3-6-0.10.rcp45,csiro-mk3-6-0.1.rcp85,csiro-mk3-6-0.2.rcp85,csiro-mk3-6-0.3.rcp85,csiro-mk3-6-0.4.rcp85,csiro-mk3-6-0.5.rcp85,csiro-mk3-6-0.6.rcp85,csiro-mk3-6-0.7.rcp85,csiro-mk3-6-0.8.rcp85,csiro-mk3-6-0.9.rcp85,csiro-mk3-6-0.10.rcp85,gfdl-cm3.1.rcp45,gfdl-cm3.1.rcp85,gfdl-esm2g.1.rcp45,gfdl-esm2g.1.rcp85,gfdl-esm2m.1.rcp45,gfdl-esm2m.1.rcp85,hadgem2-ao.1.rcp45,hadgem2-ao.1.rcp85,hadgem2-cc.1.rcp45,hadgem2-cc.1.rcp85,hadgem2-es.1.rcp45,hadgem2-es.2.rcp45,hadgem2-es.3.rcp45,hadgem2-es.4.rcp45,hadgem2-es.1.rcp85,hadgem2-es.2.rcp85,hadgem2-es.3.rcp85,hadgem2-es.4.rcp85,miroc-esm.1.rcp45,miroc-esm.1.rcp85,miroc-esm-chem.1.rcp45,miroc-esm-chem.1.rcp85,miroc5.1.rcp45,miroc5.1.rcp85
2029,1,0.203,0.814,1.289,1.871,0.852,1.205,1.39,0.943,0.691,4.204,1.805,1.458,0.612,0.374,0.088,0.981,0.297,0.709,0.523,0.379,1.208,0.389,1.311,0.335,1.399,1.05,0.006,1.036,0.037,1.062,0.18,0.227,0.007,1.459,0.608,0.877,0.972,1.445,1.356,1.337,0.528,0.178,0.024,4.128
2029,2,0.428,1.715,0.026,0.124,0.265,0.232,0.287,1.417,0.079,0.016,0.036,0.586,0.31,0.254,1.559,0.829,0.67,1.265,0.933,1.031,0.082,0.423,0.352,1.654,0.456,2.833,1.491,1.486,1.39,0.037,0.058,1.953,0.324,1.718,0.006,1.624,2.769,0.95,1.753,0.911,1.044,0.072,0.19,4.286
2029,3,0.011,0.384,0.328,0.052,0.848,0.235,0.082,1.753,1.006,0.456,0.713,0.366,0.274,0.114,0.89,0.843,0.223,0.034,0.194,0.303,0.048,0.466,1.036,0.044,0.736,0.949,0.371,0.369,0.974,0.181,0.151,0.695,0.0,0.598,0.036,1.773,0.556,1.259,0.292,0.556,0.346,0.052,0.986,1.5
2029,4,0.169,0.255,0.222,0.003,0.019,0.0,0.186,0.005,0.087,0.17,0.276,0.574,0.73,0.011,0.018,0.001,0.186,0.005,0.047,0.001,0.324,0.002,0.268,0.0,0.073,0.032,0.002,0.013,0.016,0.16,0.447,0.092,0.0,0.18,0.003,0.431,0.035,0.231,0.051,0.715,0.001,0.113,0.079,0.164
2029,5,0.642,0.013,0.024,0.057,0.365,0.198,0.009,0.447,0.353,0.044,0.285,0.168,0.514,0.123,0.011,0.036,0.025,0.006,0.0,0.04,0.001,0.514,0.185,0.033,0.002,1.146,0.006,0.0,0.008,0.035,0.013,0.047,0.097,0.334,0.038,0.249,0.0,0.159,0.015,0.096,0.0,0.008,0.068,0.04
2029,6,0.142,0.301,0.603,0.142,0.026,0.213,0.222,0.061,0.331,0.386,0.367,0.016,0.248,0.151,0.196,1.741,0.406,0.049,0.1,0.251,0.797,0.255,0.147,0.069,0.076,0.093,0.026,0.034,0.243,0.05,0.009,0.179,0.34,0.126,0.22,0.123,0.236,0.132,0.369,1.696,0.157,0.28,0.429,0.048
2029,7,3.601,1.87,1.87,2.29,1.209,1.666,2.626,1.95,2.083,1.566,1.839,3.172,1.837,1.685,1.821,3.46,1.146,2.677,3.229,1.605,1.824,4.317,2.017,2.865,1.466,2.07,2.375,0.901,1.136,1.259,1.117,1.118,1.618,1.629,1.423,2.16,3.149,3.71,1.972,2.483,0.962,1.57,1.962,2.144
2029,8,2.452,1.08,3.08,0.895,2.448,1.79,1.191,0.95,1.952,1.522,0.555,1.649,2.377,0.675,0.937,0.819,1.566,1.476,1.645,0.778,1.87,2.123,2.59,2.543,2.813,1.871,1.108,0.746,0.695,1.251,0.549,1.991,1.754,1.365,1.593,1.288,3.097,1.202,2.21,3.811,2.299,1.471,2.365,1.676
2029,9,1.06,0.985,2.532,1.193,0.689,1.571,1.011,0.435,0.49,1.17,0.707,2.694,0.462,0.578,0.334,0.587,0.742,2.026,1.462,1.482,0.282,1.158,2.591,0.371,2.129,0.492,1.724,0.481,0.288,0.366,2.417,0.307,0.443,1.417,1.688,2.35,3.18,1.659,0.117,1.142,1.661,0.83,0.979,1.276
2029,10,1.937,1.061,0.102,0.918,0.213,0.277,0.014,2.157,0.133,1.764,0.31,0.383,3.558,0.218,1.025,0.561,0.336,1.84,0.097,0.298,0.397,0.121,0.472,0.056,0.715,1.454,1.46,0.019,0.307,0.726,0.174,0.272,1.008,1.711,1.005,0.305,1.365,1.237,3.917,0.722,0.086,1.667,0.6,0.384
